dt,SubscriberKey,frente,categoria
2026-01-10,CK_aG9691,retencao,churn
2025-09-28,CK_eY9376,retencao,churn
2026-02-18,CK_Wr5851,marca,branding
2025-12-20,CK_Nj1103,produto,pagamento
2026-02-21,CK_fV9484,receita,ads
2025-09-19,CK_za0373,marca,branding
2026-02-02,CK_eV3026,marca,branding
2025-11-06,CK_lm9951,retencao,churn
2025-10-07,CK_gf7438,receita,ads
2026-03-05,CK_AP7157,ciclo,onboarding
2025-12-07,CK_pD1952,retencao,churn
2025-10-28,CK_AP8692,ciclo,onboarding
2025-10-15,CK_wC0225,marca,branding
2026-01-26,CK_aY1429,marca,branding
2025-11-24,CK_Ut9623,produto,pagamento
2026-01-23,CK_WJ2164,retencao,churn
2026-02-10,CK_rs0576,produto,cardapio
2025-11-06,CK_eJ2925,produto,pagamento
2026-03-01,CK_et9520,receita,ads
2026-01-10,CK_UF9423,produto,pagamento
2026-03-15,CK_wb7075,marca,branding
2026-01-30,CK_Qj2902,produto,cardapio
2025-10-07,CK_pU7811,receita,ads
2026-01-08,CK_iV0240,retencao,churn
2025-12-18,CK_Rp5867,ciclo,onboarding
2025-11-23,CK_nV2999,produto,cardapio
2026-02-20,CK_MJ2432,ciclo,onboarding
2025-12-30,CK_ML4257,retencao,churn
2025-10-29,CK_io0119,retencao,churn
2026-01-23,CK_Rq5871,produto,pagamento
2026-01-13,CK_MM1581,produto,cardapio
2025-10-12,CK_Qn3718,produto,cardapio
2026-02-17,CK_Pc4482,receita,ads
2025-12-23,CK_ZP8543,ciclo,onboarding
2026-01-09,CK_If9397,produto,pagamento
2025-10-14,CK_Qc8335,produto,pagamento
2025-12-22,CK_ow2916,receita,ads
2026-02-26,CK_Ul9743,retencao,churn
2026-01-24,CK_dT3288,retencao,churn
2026-01-01,CK_lE6518,produto,pagamento
2025-12-25,CK_uU5097,retencao,churn
2025-10-26,CK_uV8562,produto,cardapio
2026-01-01,CK_Yo3069,produto,cardapio
2026-01-11,CK_UM0691,ciclo,onboarding
2025-12-03,CK_Tt7537,produto,pagamento
2025-09-23,CK_CM2661,produto,pagamento
2026-03-11,CK_QC8640,produto,cardapio
2026-02-16,CK_ji1888,produto,pagamento
2025-12-29,CK_tO6075,produto,pagamento
2026-03-03,CK_Km4651,ciclo,onboarding
2026-03-03,CK_Ms9522,marca,branding
2026-02-05,CK_pn0756,retencao,churn
2025-12-26,CK_ke4954,marca,branding
2026-02-20,CK_op8686,receita,ads
2026-01-01,CK_MV8839,marca,branding
2026-03-04,CK_Ks3695,retencao,churn
2026-02-03,CK_or3351,retencao,churn
2025-12-26,CK_qN5377,retencao,churn
2025-12-14,CK_UY5186,marca,branding
2025-12-12,CK_hW8847,marca,branding
2025-11-26,CK_Dt8246,retencao,churn
2026-01-08,CK_Oa5779,marca,branding
2025-12-25,CK_Si9467,produto,pagamento
2025-12-01,CK_VG3422,marca,branding
2026-02-24,CK_vR5669,produto,cardapio
2025-11-03,CK_VU0506,ciclo,onboarding
2026-02-16,CK_Ju0283,produto,pagamento
2026-01-03,CK_fg0722,produto,cardapio
2025-10-09,CK_yi1161,marca,branding
2025-11-21,CK_tq5574,produto,pagamento
2025-09-25,CK_VS3979,marca,branding
2025-11-19,CK_GD8768,ciclo,onboarding
2026-01-18,CK_Nv0657,marca,branding
2025-12-07,CK_Ki5458,produto,cardapio
2026-03-14,CK_Ef3652,receita,ads
2025-11-16,CK_ag3482,marca,branding
2026-02-27,CK_sx0321,retencao,churn
2025-10-29,CK_yJ8413,ciclo,onboarding
2026-01-30,CK_Ox0203,marca,branding
2026-03-18,CK_xy1862,retencao,churn
2026-02-01,CK_KR2386,produto,cardapio
2025-12-23,CK_QV2675,marca,branding
2025-10-12,CK_rC4960,retencao,churn
2025-12-19,CK_Fe6888,produto,cardapio
2025-10-20,CK_Lx4997,retencao,churn
2025-10-29,CK_bx5876,produto,cardapio
2025-10-12,CK_Ge3678,marca,branding
2026-01-13,CK_Ax2811,ciclo,onboarding
2025-12-13,CK_Tj3372,retencao,churn
2026-03-15,CK_Av5551,produto,cardapio
2026-02-11,CK_Iv7784,produto,cardapio
2025-12-15,CK_UJ1612,ciclo,onboarding
2026-03-02,CK_er6158,ciclo,onboarding
2025-11-25,CK_XZ6119,retencao,churn
2025-10-08,CK_qY2625,receita,ads
2025-11-19,CK_mQ1254,produto,pagamento
2026-03-11,CK_ZU0000,receita,ads
2025-12-16,CK_Nq4308,retencao,churn
2026-03-12,CK_OY6385,produto,pagamento
2026-03-14,CK_Mu6902,produto,cardapio
2026-02-27,CK_jy7378,ciclo,onboarding
2025-10-14,CK_Gr5543,produto,pagamento
2025-09-30,CK_gh1284,marca,branding
2025-10-10,CK_vN1937,retencao,churn
2025-11-05,CK_Pv3450,ciclo,onboarding
2025-11-09,CK_lp5228,produto,cardapio
2026-01-29,CK_sK1591,produto,cardapio
2025-11-27,CK_oI9708,produto,cardapio
2026-02-23,CK_rS1797,marca,branding
2025-12-26,CK_BQ5006,produto,cardapio
2025-12-03,CK_MQ6906,receita,ads
2025-12-07,CK_dg2654,receita,ads
2025-11-23,CK_vA2073,receita,ads
2026-01-02,CK_ex2737,retencao,churn
2025-10-12,CK_XX7518,retencao,churn
2025-12-07,CK_Nq6610,retencao,churn
2025-10-08,CK_fq6267,receita,ads
2025-12-31,CK_GR8277,ciclo,onboarding
2026-01-24,CK_Ck8995,marca,branding
2025-12-01,CK_Rh9866,receita,ads
2025-11-21,CK_cD0642,ciclo,onboarding
2026-01-24,CK_Ln0662,retencao,churn
2025-11-12,CK_XL0996,ciclo,onboarding
2025-11-29,CK_Jf9254,marca,branding
2026-01-29,CK_xx3390,receita,ads
2026-01-12,CK_bG0703,marca,branding
2025-12-07,CK_mm8902,retencao,churn
2026-03-01,CK_dT4794,retencao,churn
2026-02-02,CK_YN7389,retencao,churn
2026-01-08,CK_cX9786,receita,ads
2026-02-10,CK_QN9922,produto,cardapio
2025-10-30,CK_kf1563,ciclo,onboarding
2026-01-22,CK_ZW3860,retencao,churn
2025-12-24,CK_AO6965,produto,pagamento
2025-12-06,CK_UK5089,retencao,churn
2026-01-10,CK_zQ1362,ciclo,onboarding
2025-12-19,CK_so9418,produto,cardapio
2025-10-05,CK_zj5468,retencao,churn
2026-01-23,CK_zc2635,receita,ads
2026-02-03,CK_ou6248,marca,branding
2025-11-30,CK_Im5759,produto,pagamento
2025-10-16,CK_mg0447,ciclo,onboarding
2025-10-11,CK_sq4568,marca,branding
2025-10-05,CK_wt9670,marca,branding
2025-12-18,CK_kT5977,ciclo,onboarding
2026-02-02,CK_In4460,marca,branding
2025-11-28,CK_SW0126,retencao,churn
2025-09-21,CK_Ml2746,produto,cardapio
2025-11-01,CK_Ka3974,produto,pagamento
2026-02-16,CK_bb3300,produto,pagamento
2025-09-18,CK_xw2027,receita,ads
2026-03-05,CK_IY9060,produto,pagamento
2025-12-26,CK_WL3339,retencao,churn
2025-09-29,CK_Dg4912,produto,pagamento
2026-02-08,CK_gW2499,marca,branding
2025-09-22,CK_Ck8909,retencao,churn
2025-12-15,CK_xf6322,produto,pagamento
2026-01-24,CK_ci2898,receita,ads
2025-12-25,CK_QL5596,produto,pagamento
2026-03-15,CK_sU3549,receita,ads
2025-10-09,CK_cZ2259,produto,pagamento
2026-02-18,CK_Oc2188,marca,branding
2026-02-17,CK_iV4972,marca,branding
2025-10-16,CK_gQ5541,produto,cardapio
2025-12-01,CK_Qp1547,ciclo,onboarding
2025-12-14,CK_xc2456,produto,cardapio
2025-11-02,CK_rm2735,produto,pagamento
2026-01-03,CK_lp5546,produto,pagamento
2025-12-15,CK_QI4846,receita,ads
2026-02-01,CK_bb3300,produto,cardapio
2025-10-26,CK_MD4864,marca,branding
2025-10-21,CK_YP7681,ciclo,onboarding
2025-11-15,CK_AY4066,produto,cardapio
2026-01-30,CK_zo7284,retencao,churn
2025-10-04,CK_hF8123,produto,cardapio
2025-10-24,CK_PS0800,marca,branding
2026-01-10,CK_lq9052,produto,cardapio
2025-10-15,CK_oF9305,marca,branding
2025-12-13,CK_pV0685,ciclo,onboarding
2026-02-24,CK_CC9957,receita,ads
2026-01-14,CK_Ea9222,produto,cardapio
2026-02-24,CK_vo6423,retencao,churn
2025-11-05,CK_uJ5010,marca,branding
2026-01-22,CK_oT0016,receita,ads
2026-01-28,CK_Zl7877,produto,cardapio
2025-11-08,CK_GX9552,ciclo,onboarding
2025-11-08,CK_hH0833,produto,pagamento
2025-12-15,CK_Ku4242,ciclo,onboarding
2025-10-17,CK_xc2456,produto,cardapio
2025-12-21,CK_Yu8296,produto,pagamento
2025-12-17,CK_KH9760,marca,branding
2026-01-05,CK_BH7844,receita,ads
2025-10-19,CK_mQ1805,retencao,churn
2025-11-08,CK_Jm7629,produto,cardapio
2025-12-07,CK_BR5536,receita,ads
2026-01-19,CK_EK7407,marca,branding
2026-01-21,CK_li5161,marca,branding
2026-03-05,CK_pN6634,receita,ads
2025-10-01,CK_pr4973,retencao,churn
2025-11-14,CK_NR5466,receita,ads
2025-12-01,CK_hV3135,ciclo,onboarding
2025-11-28,CK_cu5457,receita,ads
2025-11-27,CK_wq5166,receita,ads
2025-12-31,CK_cs1196,marca,branding
2026-01-01,CK_Hy2128,retencao,churn
2025-11-04,CK_Nn8714,produto,pagamento
2026-02-23,CK_gM7279,retencao,churn
2026-01-20,CK_qZ1475,marca,branding
2025-11-25,CK_kM5662,retencao,churn
2025-10-28,CK_lC4665,ciclo,onboarding
2025-12-05,CK_uU1655,produto,cardapio
2026-03-15,CK_bK3953,retencao,churn
2026-02-23,CK_EW9568,retencao,churn
2025-10-22,CK_fS9275,retencao,churn
2025-11-25,CK_Dy8230,receita,ads
2026-02-15,CK_JZ6225,marca,branding
2025-10-11,CK_BH7844,produto,cardapio
2026-03-15,CK_fh8564,marca,branding
2026-01-06,CK_zJ1168,retencao,churn
2026-03-01,CK_FM1035,produto,cardapio
2026-03-11,CK_HN4781,ciclo,onboarding
2026-03-03,CK_dX8057,marca,branding
2025-12-26,CK_Tz0772,produto,pagamento
2025-12-21,CK_aP3781,ciclo,onboarding
2026-02-06,CK_mu6655,ciclo,onboarding
2025-12-30,CK_PL5674,produto,pagamento
2026-01-05,CK_NH8233,produto,pagamento
2025-10-20,CK_XT4495,receita,ads
2026-03-16,CK_xy1862,produto,cardapio
2025-10-20,CK_zj5468,marca,branding
2025-10-03,CK_GC3848,marca,branding
2025-10-17,CK_uk7128,ciclo,onboarding
2025-12-01,CK_lH5544,marca,branding
2025-11-14,CK_Do7325,produto,pagamento
2026-03-04,CK_fu3952,produto,cardapio
2026-01-26,CK_dY0430,ciclo,onboarding
2025-12-28,CK_xZ3854,marca,branding
2025-11-23,CK_ea6641,retencao,churn
2025-12-14,CK_Va3717,produto,cardapio
2025-09-24,CK_Ak5987,produto,cardapio
2026-03-12,CK_Oj1260,receita,ads
2025-11-28,CK_ny9398,retencao,churn
2025-10-19,CK_ku5160,produto,cardapio
2025-11-16,CK_lM1499,produto,cardapio
2026-02-18,CK_OT3973,retencao,churn
2025-10-06,CK_Bi8390,produto,pagamento
2025-10-24,CK_gk6241,receita,ads
2025-11-14,CK_bZ0564,retencao,churn
2025-10-11,CK_Lq6218,receita,ads
2026-03-14,CK_bX5914,receita,ads
2025-12-19,CK_VL3884,receita,ads
2025-11-09,CK_XS9578,produto,cardapio
2025-10-30,CK_mv7506,ciclo,onboarding
2026-01-19,CK_mi1779,produto,pagamento
2026-02-10,CK_MO5341,marca,branding
2025-10-21,CK_CN7530,produto,cardapio
2026-03-04,CK_uR7432,produto,pagamento
2025-11-03,CK_jb1766,retencao,churn
2026-01-28,CK_mT1649,produto,cardapio
2025-10-06,CK_Fu3878,receita,ads
2025-10-18,CK_Wd6435,receita,ads
2026-02-27,CK_MQ6906,produto,cardapio
2025-10-12,CK_Wp0557,produto,pagamento
2025-09-25,CK_CB4440,marca,branding
2025-11-01,CK_LO5912,produto,pagamento
2025-09-26,CK_CN7884,produto,pagamento
2026-03-16,CK_nZ1713,ciclo,onboarding
2025-12-25,CK_Ge2725,retencao,churn
2025-12-18,CK_In1114,produto,pagamento
2026-01-14,CK_yb0916,produto,cardapio
2025-10-16,CK_yK1601,marca,branding
2025-12-15,CK_eu0607,receita,ads
2026-01-09,CK_NE8159,produto,pagamento
2026-01-16,CK_Eq9047,marca,branding
2025-12-05,CK_HT2239,ciclo,onboarding
2026-02-11,CK_gL3919,produto,cardapio
2025-12-12,CK_pa2375,receita,ads
2025-10-25,CK_in6259,ciclo,onboarding
2025-10-23,CK_Yi5466,ciclo,onboarding
2025-10-05,CK_yo1996,produto,cardapio
2025-10-19,CK_Vh4033,receita,ads
2026-02-01,CK_TJ9551,receita,ads
2025-09-27,CK_uj3897,produto,pagamento
2026-01-07,CK_oi2401,marca,branding
2026-02-25,CK_wB7234,retencao,churn
2025-12-14,CK_wE1722,marca,branding
2025-10-02,CK_Qq6140,receita,ads
2025-12-16,CK_tf0229,produto,pagamento
2026-02-27,CK_ib2930,produto,cardapio
2026-01-20,CK_YG3279,marca,branding
2026-03-10,CK_uC9576,marca,branding
2025-11-04,CK_Xj5923,receita,ads
2025-10-08,CK_Ms0634,retencao,churn
2026-01-30,CK_yg1178,retencao,churn
2025-10-06,CK_kn2172,receita,ads
2026-01-04,CK_Xn4391,marca,branding
2025-11-26,CK_pL7612,ciclo,onboarding
2025-12-30,CK_Yy4975,produto,cardapio
2026-02-22,CK_Xe0379,receita,ads
2026-03-14,CK_yU0212,ciclo,onboarding
2025-12-28,CK_Fg2481,produto,cardapio
2026-02-13,CK_BL1034,ciclo,onboarding
2025-09-30,CK_DI3696,receita,ads
2025-10-16,CK_xl9274,receita,ads
2025-12-20,CK_VU0506,marca,branding
2026-03-16,CK_gl3632,marca,branding
2026-03-18,CK_SS3588,produto,pagamento
2026-02-02,CK_xw2027,produto,cardapio
2025-11-21,CK_OX4403,produto,cardapio
2026-02-09,CK_KU1011,produto,cardapio
2025-11-18,CK_qH8213,produto,pagamento
2026-03-02,CK_Oi4773,marca,branding
2025-11-05,CK_ds7321,receita,ads
2025-11-25,CK_Nu5975,produto,pagamento
2025-11-30,CK_lP6394,produto,pagamento
2025-11-10,CK_HW4640,retencao,churn
2026-01-21,CK_VU1960,receita,ads
2026-01-11,CK_Ob1203,produto,cardapio
2026-03-04,CK_Wx5237,retencao,churn
2026-02-20,CK_ff3039,retencao,churn
2026-01-23,CK_iG0517,receita,ads
2025-09-27,CK_ZQ2407,marca,branding
2026-02-25,CK_YS9707,retencao,churn
2025-09-26,CK_Fn8818,produto,pagamento
2025-12-11,CK_Pu9742,marca,branding
2026-02-23,CK_RO0504,receita,ads
2025-12-27,CK_GD8849,produto,pagamento
2026-01-25,CK_aC1675,marca,branding
2026-03-15,CK_Gl5254,marca,branding
2026-01-08,CK_DU6566,produto,pagamento
2025-10-18,CK_Xn8418,produto,cardapio
2026-02-23,CK_kI7270,retencao,churn
2026-02-27,CK_Zb0820,produto,pagamento
2025-12-13,CK_bA1867,produto,pagamento
2026-01-29,CK_nK0660,marca,branding
2026-01-25,CK_YK3440,produto,pagamento
2025-09-26,CK_uz4846,retencao,churn
2026-03-03,CK_FY3292,ciclo,onboarding
2025-11-18,CK_fJ2932,receita,ads
2025-11-02,CK_GV1758,ciclo,onboarding
2026-01-27,CK_uj3897,produto,pagamento
2025-10-09,CK_BS8023,produto,pagamento
2025-10-16,CK_CV2756,produto,cardapio
2026-02-05,CK_TC2322,receita,ads
2026-03-12,CK_ax4702,produto,pagamento
2025-10-18,CK_XS9994,produto,cardapio
2025-11-06,CK_mS6209,ciclo,onboarding
2025-11-09,CK_qE4986,receita,ads
2026-02-07,CK_xM4845,produto,pagamento
2026-02-13,CK_oL3903,produto,cardapio
2026-03-07,CK_MH6182,retencao,churn
2026-01-10,CK_VC1324,produto,pagamento
2025-11-02,CK_Cm8124,ciclo,onboarding
2025-09-20,CK_gJ4542,ciclo,onboarding
2026-01-01,CK_FM8433,produto,pagamento
2025-12-26,CK_TJ5800,marca,branding
2025-11-17,CK_WX0398,receita,ads
2026-02-08,CK_fz9206,marca,branding
2025-12-12,CK_Hg8080,receita,ads
2025-12-07,CK_dQ6268,receita,ads
2025-10-31,CK_vR5669,marca,branding
2025-11-25,CK_dd9805,retencao,churn
2026-01-18,CK_jn4127,produto,cardapio
2025-12-22,CK_LS6720,receita,ads
2025-12-30,CK_fe5663,marca,branding
2026-03-12,CK_ye4206,produto,pagamento
2025-11-15,CK_Rn2248,marca,branding
2025-10-02,CK_sc1159,ciclo,onboarding
2025-10-24,CK_bJ7642,produto,pagamento
2025-09-18,CK_Uy8835,produto,cardapio
2025-12-04,CK_aE3285,produto,pagamento
2025-11-30,CK_iL6074,produto,cardapio
2025-12-15,CK_Am9741,receita,ads
2026-03-05,CK_Hz8463,retencao,churn
2025-09-20,CK_tf0229,marca,branding
2026-01-23,CK_xI4601,produto,pagamento
2026-02-17,CK_xg6356,produto,cardapio
2026-03-12,CK_QL9177,receita,ads
2025-12-10,CK_Eh8146,produto,pagamento
2025-12-12,CK_Hg1413,receita,ads
2025-10-12,CK_pa9638,produto,cardapio
2026-01-08,CK_zD9375,produto,cardapio
2026-01-28,CK_Dx7486,receita,ads
2025-12-18,CK_Qw2715,produto,pagamento
2025-11-07,CK_kq8567,receita,ads
2025-09-20,CK_bZ0431,receita,ads
2025-11-30,CK_Xh1918,produto,pagamento
2025-11-09,CK_dX8057,produto,cardapio
2026-01-18,CK_nG0394,marca,branding
2025-11-22,CK_An8904,ciclo,onboarding
2025-11-02,CK_qv8552,ciclo,onboarding
2026-01-20,CK_yT3240,receita,ads
2025-10-21,CK_my6531,receita,ads
2025-10-02,CK_kW6227,marca,branding
2026-03-09,CK_GG3594,produto,pagamento
2025-11-23,CK_RF7520,retencao,churn
2025-11-17,CK_Cz8457,produto,pagamento
2026-01-17,CK_xv6151,produto,pagamento
2025-11-16,CK_JG3045,retencao,churn
2025-12-22,CK_LF7441,receita,ads
2025-12-29,CK_ST0268,marca,branding
2025-09-30,CK_do3180,marca,branding
2026-01-12,CK_Pl0857,produto,cardapio
2025-12-31,CK_Vz8856,ciclo,onboarding
2026-02-12,CK_PY9138,retencao,churn
2025-12-25,CK_qw8005,ciclo,onboarding
2026-02-18,CK_JV8392,retencao,churn
2026-01-26,CK_rS9960,produto,pagamento
2025-09-24,CK_ZH6123,marca,branding
2025-10-12,CK_Uo8682,produto,cardapio
2026-02-18,CK_qi6500,retencao,churn
2025-10-30,CK_bZ3599,produto,pagamento
2025-11-22,CK_kD2576,ciclo,onboarding
2025-09-29,CK_Uu7288,ciclo,onboarding
2026-01-17,CK_dj4436,ciclo,onboarding
2026-02-06,CK_qt6661,retencao,churn
2026-02-25,CK_Xg8452,produto,pagamento
2026-03-18,CK_JL4388,ciclo,onboarding
2026-01-12,CK_WW4131,marca,branding
2025-10-22,CK_DS6985,produto,cardapio
2026-01-09,CK_Co1836,retencao,churn
2026-03-06,CK_VL8782,produto,cardapio
2026-01-30,CK_OM2132,receita,ads
2025-11-21,CK_wg0392,ciclo,onboarding
2025-11-03,CK_PK9102,retencao,churn
2026-03-13,CK_Xh9447,produto,cardapio
2025-12-13,CK_eg9389,receita,ads
2026-01-16,CK_Za2971,receita,ads
2026-02-10,CK_uz8115,produto,cardapio
2025-11-05,CK_tT1461,receita,ads
2025-11-18,CK_ES7306,produto,cardapio
2026-01-23,CK_jb1766,ciclo,onboarding
2025-12-16,CK_lP7396,produto,pagamento
2026-01-06,CK_gG1755,marca,branding
2025-10-02,CK_AH3106,produto,pagamento
2025-10-17,CK_yb2591,produto,pagamento
2026-03-07,CK_Sp8517,retencao,churn
2025-09-29,CK_Ti0041,produto,cardapio
2026-03-14,CK_bl3226,produto,cardapio
2025-12-26,CK_Ij3648,receita,ads
2026-02-15,CK_og9673,produto,pagamento
2025-11-16,CK_Fn8818,produto,pagamento
2025-10-24,CK_Wp5748,marca,branding
2026-01-14,CK_fR3206,marca,branding
2026-02-03,CK_lJ5594,receita,ads
2025-11-02,CK_ag8764,retencao,churn
2026-01-20,CK_BZ4839,ciclo,onboarding
2026-03-15,CK_do2175,ciclo,onboarding
2025-10-07,CK_zN0965,retencao,churn
2025-10-20,CK_zk0096,retencao,churn
2025-11-18,CK_Tl7893,produto,cardapio
2025-12-23,CK_HY6875,retencao,churn
2026-01-26,CK_mh2394,retencao,churn
2026-01-06,CK_AS7562,produto,cardapio
2025-11-22,CK_Gs6053,receita,ads
2025-11-18,CK_YJ4999,receita,ads
2026-02-14,CK_be3664,produto,pagamento
2025-10-23,CK_yG0291,produto,pagamento
2025-12-13,CK_uy4793,receita,ads
2026-01-05,CK_TC2111,produto,pagamento
2025-12-14,CK_xn3070,ciclo,onboarding
2025-12-25,CK_vB9657,produto,pagamento
2025-12-20,CK_ep5707,receita,ads
2025-10-02,CK_zm5064,ciclo,onboarding
2026-01-26,CK_Hz6048,marca,branding
2025-12-21,CK_Zk8634,retencao,churn
2025-09-25,CK_ih0587,marca,branding
2025-12-01,CK_kx0996,produto,pagamento
2025-10-02,CK_MM2128,marca,branding
2026-01-01,CK_lj4550,produto,cardapio
2026-03-12,CK_Re8501,retencao,churn
2026-03-01,CK_nQ8297,marca,branding
2025-12-28,CK_Wy6270,receita,ads
2025-11-09,CK_IR2695,marca,branding
2025-11-12,CK_rM5749,ciclo,onboarding
2025-12-13,CK_te4010,produto,pagamento
2026-02-09,CK_CG1908,ciclo,onboarding
2025-10-03,CK_in2844,retencao,churn
2026-01-13,CK_zG5060,ciclo,onboarding
2026-03-18,CK_Wq3432,receita,ads
2026-02-04,CK_yI3482,ciclo,onboarding
2025-11-10,CK_WB7221,receita,ads
2025-12-11,CK_qa6792,receita,ads
2026-02-28,CK_nS6271,produto,cardapio
2026-03-06,CK_dR5832,produto,cardapio
2025-12-11,CK_WI9566,produto,pagamento
2025-11-29,CK_Sh5169,retencao,churn
2025-12-22,CK_FV4850,retencao,churn
2026-01-12,CK_rS0918,receita,ads
2025-11-19,CK_Lg7756,ciclo,onboarding
2025-11-19,CK_dr0203,ciclo,onboarding
2026-01-28,CK_uj1022,marca,branding
2026-01-18,CK_th4911,produto,pagamento
2025-11-14,CK_qY3034,receita,ads
2026-02-09,CK_QO8538,produto,cardapio
2026-02-22,CK_XK4184,marca,branding
2025-11-08,CK_fQ9477,receita,ads
2026-03-09,CK_XA6848,marca,branding
2025-10-30,CK_Qa7749,retencao,churn
2025-10-18,CK_jg8319,produto,pagamento
2025-12-12,CK_oK9376,produto,cardapio
2025-11-23,CK_BS8023,marca,branding
2025-10-03,CK_EQ5099,receita,ads
2026-03-12,CK_dg5378,marca,branding
2026-01-28,CK_fF0246,marca,branding
2025-11-15,CK_Gb0317,retencao,churn
2025-11-23,CK_kR0162,ciclo,onboarding
2025-12-13,CK_aO7863,marca,branding
2025-09-27,CK_AM9051,ciclo,onboarding
2025-10-03,CK_jF5027,marca,branding
2026-01-13,CK_MM1581,produto,cardapio
2026-02-14,CK_Ka2341,retencao,churn
2026-03-17,CK_wS7826,produto,pagamento
2025-10-17,CK_Yf9415,ciclo,onboarding
2025-11-30,CK_qR5739,receita,ads
2026-02-03,CK_Cs0217,produto,cardapio
2025-12-30,CK_tQ3057,ciclo,onboarding
2025-10-02,CK_Gs6053,marca,branding
2025-09-28,CK_wB7234,ciclo,onboarding
2025-11-24,CK_BY7975,marca,branding
2025-12-09,CK_UF9423,ciclo,onboarding
2026-02-12,CK_XK0943,retencao,churn
2025-10-15,CK_cS6114,retencao,churn
2025-09-26,CK_hK5801,ciclo,onboarding
2025-11-16,CK_Vi3281,produto,pagamento
2025-11-29,CK_QQ3962,marca,branding
2026-02-14,CK_kW6227,marca,branding
2025-12-04,CK_NS4527,marca,branding
2026-02-04,CK_KW4898,marca,branding
2025-11-07,CK_aG9691,receita,ads
2026-01-26,CK_FP3102,produto,cardapio
2025-12-01,CK_tC4051,retencao,churn
2025-11-30,CK_TN0586,produto,pagamento
2026-01-21,CK_Lf3690,produto,pagamento
2026-01-12,CK_ku5160,produto,cardapio
2025-12-30,CK_Gs6053,produto,cardapio
2025-10-24,CK_GN3907,produto,pagamento
2025-10-17,CK_RO0504,marca,branding
2025-12-15,CK_JG3045,produto,cardapio
2025-11-17,CK_OR5160,produto,pagamento
2026-02-15,CK_Op5942,receita,ads
2025-10-26,CK_IK5277,retencao,churn
2025-12-22,CK_bL1783,receita,ads
2026-01-28,CK_ha9876,produto,pagamento
2025-10-29,CK_th9737,ciclo,onboarding
2026-01-15,CK_np3379,retencao,churn
2025-11-05,CK_Cc3868,produto,cardapio
2025-11-02,CK_lP6394,marca,branding
2025-10-16,CK_RT3423,produto,pagamento
2026-02-20,CK_Vd5179,produto,pagamento
2025-12-20,CK_Eg3875,marca,branding
2026-03-07,CK_xJ2370,ciclo,onboarding
2026-01-21,CK_KY2026,receita,ads
2025-12-18,CK_hK5801,retencao,churn
2026-03-08,CK_Zc3271,produto,cardapio
2026-01-11,CK_Li2538,marca,branding
2026-02-01,CK_kY5054,ciclo,onboarding
2026-03-09,CK_sv4138,ciclo,onboarding
2026-02-12,CK_Nf4601,receita,ads
2025-12-05,CK_Pu9742,receita,ads
2025-11-15,CK_Lf3690,marca,branding
2025-11-04,CK_gB3126,receita,ads
2026-01-07,CK_hd7519,produto,pagamento
2026-03-04,CK_CO3432,marca,branding
2026-02-05,CK_yK7123,produto,pagamento
2025-09-24,CK_sL0500,produto,cardapio
2025-09-21,CK_xt5080,marca,branding
2025-10-15,CK_Lu6302,marca,branding
2025-12-25,CK_zL3626,receita,ads
2025-10-03,CK_NK9952,produto,pagamento
2025-09-25,CK_gv3106,produto,cardapio
2025-10-25,CK_iU3954,receita,ads
2025-10-18,CK_Ck8995,marca,branding
2025-12-03,CK_oy8788,produto,cardapio
2025-12-01,CK_yX1386,ciclo,onboarding
2025-10-04,CK_yv1406,receita,ads
2025-12-29,CK_ZG4539,produto,cardapio
2025-12-19,CK_Va3717,retencao,churn
2025-12-20,CK_UQ3342,produto,cardapio
2025-12-01,CK_dh0876,retencao,churn
2025-11-03,CK_mz7656,produto,pagamento
2026-01-23,CK_DM6244,ciclo,onboarding
2026-03-05,CK_jZ2000,produto,cardapio
2026-01-02,CK_Ly0032,retencao,churn
2025-09-30,CK_fF0246,receita,ads
2026-03-15,CK_UV2568,receita,ads
2025-10-14,CK_ij5581,ciclo,onboarding
2025-12-17,CK_Ot1597,retencao,churn
2025-12-15,CK_BY7975,marca,branding
2025-12-02,CK_uo4991,produto,pagamento
2025-09-18,CK_eK3662,retencao,churn
2026-02-23,CK_FV4510,ciclo,onboarding
2026-01-07,CK_VS6660,receita,ads
2025-11-10,CK_hr1537,marca,branding
2026-02-04,CK_WD6367,produto,pagamento
2025-11-21,CK_aw1858,produto,pagamento
2026-02-03,CK_hd7519,retencao,churn
2025-10-16,CK_pq6724,produto,cardapio
2026-02-13,CK_BS3940,receita,ads
2026-01-01,CK_Qj2299,retencao,churn
2025-11-23,CK_NR2126,receita,ads
2025-10-24,CK_DS1027,produto,cardapio
2025-10-25,CK_oO3308,receita,ads
2025-11-16,CK_dC2405,marca,branding
2026-01-03,CK_UA9898,produto,cardapio
2026-02-28,CK_Wp0557,receita,ads
2026-03-15,CK_if8179,ciclo,onboarding
2025-10-01,CK_mX9252,retencao,churn
2026-01-04,CK_AX3414,retencao,churn
2026-02-23,CK_BW7048,ciclo,onboarding
2026-02-01,CK_qg8141,produto,pagamento
2026-03-03,CK_MV8839,ciclo,onboarding
2025-11-25,CK_lj7056,produto,cardapio
2025-11-09,CK_pD1952,receita,ads
2026-01-06,CK_pL4682,ciclo,onboarding
2026-02-08,CK_Hi4967,produto,pagamento
2025-10-26,CK_ww7766,retencao,churn
