merchant_id,contact_key_id,performance_classification,state,city,merchant_city_maturity,top_restaurants,status_saturacao,contract_mode
MRC_01100,CK_Vc3886,bronze,CE,Juazeiro do Norte,medium,False,saturado,basico
MRC_01101,CK_ms8680,bronze,MG,Juiz de Fora,low,False,atencao,basico
MRC_01102,CK_Dk7644,silver,SC,Blumenau,medium,True,ok,basico
MRC_01103,CK_SH6490,gold,SC,Blumenau,medium,False,atencao,pro
MRC_01104,CK_UG2771,bronze,MG,Juiz de Fora,medium,False,atencao,pro
MRC_01105,CK_iz1298,silver,RJ,Rio de Janeiro,medium,False,ok,enterprise
MRC_01106,CK_lD6570,bronze,SP,São Paulo,low,False,atencao,pro
MRC_01107,CK_qu9371,silver,CE,Fortaleza,medium,False,atencao,pro
MRC_01108,CK_TC2111,gold,CE,Juazeiro do Norte,medium,False,atencao,enterprise
MRC_01109,CK_UY5186,bronze,RJ,Niterói,medium,True,atencao,enterprise
MRC_01110,CK_Jy8926,silver,CE,Fortaleza,medium,False,ok,basico
MRC_01111,CK_Qj0259,platinum,PE,Caruaru,medium,False,atencao,basico
MRC_01112,CK_At2220,gold,SP,Campinas,medium,False,saturado,basico
MRC_01113,CK_hi4742,silver,GO,Goiânia,medium,True,ok,pro
MRC_01114,CK_aD3094,silver,CE,Juazeiro do Norte,low,False,ok,pro
MRC_01115,CK_MF7780,bronze,MG,Uberlândia,low,False,atencao,enterprise
MRC_01116,CK_DA3397,silver,PE,Caruaru,medium,False,saturado,enterprise
MRC_01117,CK_ap7199,gold,CE,Fortaleza,low,False,ok,basico
MRC_01118,CK_nd8498,silver,PE,Recife,medium,False,ok,basico
MRC_01119,CK_cj2205,bronze,BA,Salvador,high,False,ok,basico
MRC_01120,CK_vf0994,bronze,GO,Anápolis,high,True,atencao,basico
MRC_01121,CK_kR0162,bronze,PR,Maringá,high,False,saturado,basico
MRC_01122,CK_YJ4999,bronze,MG,Juiz de Fora,low,False,ok,enterprise
MRC_01123,CK_cf2795,bronze,MG,Uberlândia,high,False,ok,basico
MRC_01124,CK_eW4556,silver,SP,Campinas,medium,True,saturado,pro
MRC_01125,CK_Ei6814,bronze,PE,Caruaru,medium,False,ok,basico
MRC_01126,CK_AH1458,bronze,RJ,Niterói,low,False,atencao,basico
MRC_01127,CK_gK3390,silver,MG,Uberlândia,high,False,ok,enterprise
MRC_01128,CK_YT8179,bronze,PE,Caruaru,low,False,ok,pro
MRC_01129,CK_qH4695,bronze,PE,Recife,high,False,ok,basico
MRC_01130,CK_NK9952,bronze,RS,Caxias do Sul,low,False,atencao,enterprise
MRC_01131,CK_Zl7877,bronze,RS,Porto Alegre,medium,False,saturado,basico
MRC_01132,CK_ah9343,silver,PR,Curitiba,medium,False,saturado,pro
MRC_01133,CK_ZN0713,bronze,BA,Salvador,low,False,atencao,basico
MRC_01134,CK_wJ6605,gold,PR,Maringá,low,False,ok,pro
MRC_01135,CK_qY3034,platinum,CE,Juazeiro do Norte,medium,False,ok,basico
MRC_01136,CK_Ju1448,gold,RJ,Petrópolis,low,False,ok,pro
MRC_01137,CK_zU0155,silver,CE,Juazeiro do Norte,medium,False,saturado,pro
MRC_01138,CK_mv9902,gold,SC,Florianópolis,medium,False,ok,basico
MRC_01139,CK_Pi5770,silver,CE,Juazeiro do Norte,high,False,saturado,enterprise
MRC_01140,CK_vD7278,bronze,SP,São Paulo,medium,False,saturado,basico
MRC_01141,CK_KU6084,bronze,CE,Juazeiro do Norte,low,False,ok,enterprise
MRC_01142,CK_nK5880,gold,PR,Maringá,medium,False,atencao,basico
MRC_01143,CK_rb5512,bronze,MG,Belo Horizonte,low,True,saturado,pro
MRC_01144,CK_KM5682,bronze,MG,Uberlândia,high,True,atencao,pro
MRC_01145,CK_YW6291,gold,RS,Caxias do Sul,high,False,atencao,basico
MRC_01146,CK_Af4504,gold,RJ,Petrópolis,medium,True,atencao,basico
MRC_01147,CK_tn7357,bronze,RJ,Petrópolis,low,False,ok,pro
MRC_01148,CK_xY8421,silver,SP,Santos,high,False,atencao,pro
MRC_01149,CK_Gb0317,bronze,PR,Maringá,high,True,ok,enterprise
MRC_01150,CK_vE7823,gold,RS,Caxias do Sul,high,True,ok,basico
MRC_01151,CK_Xg8452,bronze,SC,Blumenau,high,False,atencao,basico
MRC_01152,CK_Dy8230,bronze,RJ,Niterói,medium,True,atencao,pro
MRC_01153,CK_cR8104,gold,MG,Belo Horizonte,low,False,ok,pro
MRC_01154,CK_cg9157,silver,CE,Fortaleza,medium,False,ok,enterprise
MRC_01155,CK_Wt8409,silver,CE,Juazeiro do Norte,medium,False,saturado,basico
MRC_01156,CK_sr3533,silver,RS,Porto Alegre,medium,False,atencao,basico
MRC_01157,CK_rj8571,bronze,PR,Maringá,medium,False,ok,pro
MRC_01158,CK_NJ2410,silver,PR,Maringá,low,False,saturado,basico
MRC_01159,CK_wJ8138,bronze,BA,Feira de Santana,medium,False,ok,pro
MRC_01160,CK_Kp5424,bronze,GO,Goiânia,medium,False,atencao,basico
MRC_01161,CK_vI2149,bronze,RJ,Petrópolis,low,False,atencao,basico
MRC_01162,CK_ER7020,silver,PR,Curitiba,medium,False,saturado,pro
MRC_01163,CK_fB0160,platinum,MG,Juiz de Fora,high,False,atencao,basico
MRC_01164,CK_OS6299,platinum,RS,Caxias do Sul,high,False,ok,basico
MRC_01165,CK_vm7954,silver,SC,Blumenau,medium,False,atencao,enterprise
MRC_01166,CK_if8179,bronze,BA,Feira de Santana,medium,True,ok,enterprise
MRC_01167,CK_RP7174,silver,PE,Caruaru,low,False,ok,enterprise
MRC_01168,CK_jN7733,gold,SP,São Paulo,medium,False,ok,enterprise
MRC_01169,CK_SQ4562,bronze,SC,Florianópolis,medium,False,ok,basico
MRC_01170,CK_be5577,platinum,PE,Recife,medium,False,ok,basico
MRC_01171,CK_Dk7157,bronze,CE,Fortaleza,high,False,ok,basico
MRC_01172,CK_iG4599,platinum,SP,Santos,medium,False,atencao,enterprise
MRC_01173,CK_JP1615,gold,RJ,Niterói,low,False,atencao,pro
MRC_01174,CK_zL1487,gold,MG,Belo Horizonte,low,False,ok,pro
MRC_01175,CK_Jk6393,bronze,SP,São Paulo,medium,False,saturado,enterprise
MRC_01176,CK_nS7615,bronze,GO,Goiânia,medium,False,ok,pro
MRC_01177,CK_Yv9669,bronze,PE,Recife,high,False,ok,basico
MRC_01178,CK_VT8321,bronze,RJ,Niterói,medium,True,ok,basico
MRC_01179,CK_MD9719,bronze,GO,Anápolis,medium,False,ok,basico
MRC_01180,CK_lt5817,silver,CE,Juazeiro do Norte,medium,False,ok,basico
MRC_01181,CK_RM6191,silver,GO,Anápolis,medium,False,saturado,basico
MRC_01182,CK_fn6570,silver,BA,Salvador,medium,False,ok,pro
MRC_01183,CK_Qj2902,silver,BA,Feira de Santana,medium,False,ok,basico
MRC_01184,CK_NK7846,bronze,RS,Pelotas,medium,False,ok,pro
MRC_01185,CK_tK7335,platinum,SC,Florianópolis,low,False,atencao,basico
MRC_01186,CK_La4651,bronze,SC,Joinville,high,False,ok,enterprise
MRC_01187,CK_sd9862,silver,RJ,Petrópolis,medium,False,atencao,pro
MRC_01188,CK_TJ5800,silver,CE,Juazeiro do Norte,low,True,ok,enterprise
MRC_01189,CK_pB5140,gold,PR,Londrina,low,False,ok,basico
MRC_01190,CK_zy9656,bronze,BA,Salvador,low,False,ok,basico
MRC_01191,CK_Ei6832,silver,RJ,Petrópolis,medium,False,atencao,pro
MRC_01192,CK_Aj3865,silver,PR,Londrina,low,True,atencao,basico
MRC_01193,CK_eP4220,bronze,SC,Florianópolis,low,False,ok,basico
MRC_01194,CK_if0276,silver,RS,Caxias do Sul,medium,False,ok,basico
MRC_01195,CK_BN2679,platinum,GO,Anápolis,medium,False,ok,basico
MRC_01196,CK_JC2786,platinum,BA,Salvador,low,False,ok,enterprise
MRC_01197,CK_BM6532,bronze,RJ,Niterói,medium,False,ok,basico
MRC_01198,CK_TG0973,bronze,SP,São Paulo,high,False,atencao,enterprise
MRC_01199,CK_xc4689,bronze,PR,Maringá,high,False,atencao,basico
MRC_01200,CK_hL0975,bronze,GO,Anápolis,medium,False,ok,basico
MRC_01201,CK_WX7128,bronze,BA,Feira de Santana,low,False,saturado,pro
MRC_01202,CK_HN4781,bronze,SC,Florianópolis,high,True,saturado,pro
MRC_01203,CK_RO1371,platinum,CE,Juazeiro do Norte,medium,True,ok,pro
MRC_01204,CK_dv8949,platinum,PR,Londrina,low,True,ok,pro
MRC_01205,CK_GE8077,bronze,SC,Florianópolis,high,False,saturado,basico
MRC_01206,CK_Zs9565,bronze,BA,Salvador,medium,False,atencao,basico
MRC_01207,CK_Vt4209,silver,PR,Londrina,high,False,ok,basico
MRC_01208,CK_Lk9407,bronze,GO,Goiânia,high,False,atencao,basico
MRC_01209,CK_bs9049,silver,BA,Salvador,medium,False,ok,enterprise
MRC_01210,CK_eY7128,silver,PE,Recife,high,False,atencao,enterprise
MRC_01211,CK_rr4429,gold,RJ,Rio de Janeiro,medium,False,ok,basico
MRC_01212,CK_lL4019,gold,GO,Anápolis,medium,True,atencao,pro
MRC_01213,CK_qY2752,silver,PR,Curitiba,high,False,ok,pro
MRC_01214,CK_cv3728,silver,CE,Fortaleza,medium,False,ok,basico
MRC_01215,CK_FW1292,bronze,SC,Blumenau,high,False,ok,basico
MRC_01216,CK_UO6637,silver,SP,Campinas,high,False,ok,basico
MRC_01217,CK_dP2395,silver,SC,Florianópolis,high,False,atencao,pro
MRC_01218,CK_Dz4102,bronze,PR,Maringá,high,False,ok,basico
MRC_01219,CK_oy7478,bronze,SC,Florianópolis,medium,False,ok,enterprise
MRC_01220,CK_HB6742,bronze,RJ,Petrópolis,low,False,ok,basico
MRC_01221,CK_Ru0476,platinum,BA,Salvador,high,False,atencao,basico
MRC_01222,CK_Ow8018,bronze,SP,Campinas,low,False,ok,basico
MRC_01223,CK_rr6945,bronze,MG,Uberlândia,low,False,ok,pro
MRC_01224,CK_DX1496,bronze,PR,Curitiba,low,False,saturado,pro
MRC_01225,CK_vR3938,silver,RS,Pelotas,high,False,ok,pro
MRC_01226,CK_Ra2580,bronze,MG,Belo Horizonte,high,False,atencao,basico
MRC_01227,CK_Hg1061,platinum,SC,Joinville,medium,False,ok,basico
MRC_01228,CK_qm7534,gold,PR,Curitiba,medium,False,atencao,basico
MRC_01229,CK_dM0091,silver,PE,Recife,medium,False,ok,basico
MRC_01230,CK_fM3911,silver,RS,Pelotas,medium,True,atencao,pro
MRC_01231,CK_hS2692,bronze,SP,Santos,medium,False,ok,basico
MRC_01232,CK_Qe2447,bronze,CE,Fortaleza,medium,False,ok,basico
MRC_01233,CK_qk7465,gold,PE,Recife,medium,False,ok,basico
MRC_01234,CK_yv1406,bronze,MG,Juiz de Fora,medium,False,atencao,basico
MRC_01235,CK_Ce0442,bronze,BA,Salvador,medium,False,atencao,pro
MRC_01236,CK_lP7396,silver,RJ,Rio de Janeiro,medium,False,ok,pro
MRC_01237,CK_XB7128,bronze,CE,Fortaleza,high,False,ok,pro
MRC_01238,CK_Tq3917,platinum,PE,Caruaru,low,False,atencao,pro
MRC_01239,CK_KU1011,bronze,BA,Salvador,medium,False,atencao,basico
MRC_01240,CK_jP4707,gold,BA,Feira de Santana,medium,False,atencao,pro
MRC_01241,CK_jS0064,silver,PR,Curitiba,low,False,saturado,basico
MRC_01242,CK_GT5690,gold,PE,Recife,medium,False,ok,pro
MRC_01243,CK_UX7766,bronze,SP,Santos,low,False,ok,pro
MRC_01244,CK_yS1830,silver,SC,Florianópolis,medium,False,ok,pro
MRC_01245,CK_wv7198,gold,RS,Porto Alegre,medium,False,atencao,basico
MRC_01246,CK_xI4601,silver,RS,Pelotas,high,False,ok,enterprise
MRC_01247,CK_Pm5174,bronze,MG,Uberlândia,medium,False,ok,pro
MRC_01248,CK_Qm2806,silver,MG,Juiz de Fora,low,True,ok,pro
MRC_01249,CK_Ff4615,gold,RS,Porto Alegre,high,False,ok,basico
MRC_01250,CK_mb7320,silver,SP,São Paulo,low,False,ok,basico
MRC_01251,CK_eY9376,platinum,RJ,Niterói,high,False,ok,basico
MRC_01252,CK_ZC8478,bronze,GO,Anápolis,high,False,saturado,basico
MRC_01253,CK_vY0050,silver,SC,Joinville,medium,False,ok,pro
MRC_01254,CK_ZP0613,gold,RJ,Petrópolis,high,False,ok,enterprise
MRC_01255,CK_VL8782,silver,PR,Maringá,high,False,atencao,basico
MRC_01256,CK_FP3102,gold,GO,Goiânia,high,False,atencao,pro
MRC_01257,CK_pS0790,platinum,GO,Anápolis,medium,False,atencao,basico
MRC_01258,CK_tY2020,silver,PE,Recife,low,False,ok,basico
MRC_01259,CK_Le1792,bronze,SP,São Paulo,high,False,atencao,enterprise
MRC_01260,CK_ZN1179,bronze,SP,Santos,low,False,ok,pro
MRC_01261,CK_vZ3136,gold,GO,Anápolis,low,False,ok,pro
MRC_01262,CK_Ii6519,gold,PE,Recife,low,True,atencao,basico
MRC_01263,CK_lv5309,bronze,SC,Florianópolis,medium,False,atencao,basico
MRC_01264,CK_WA1142,bronze,GO,Anápolis,medium,False,ok,basico
MRC_01265,CK_Cp2582,bronze,CE,Juazeiro do Norte,high,False,saturado,basico
MRC_01266,CK_YO9021,gold,MG,Uberlândia,high,False,atencao,basico
MRC_01267,CK_Ff9620,bronze,MG,Juiz de Fora,low,False,atencao,pro
MRC_01268,CK_TP0021,silver,RJ,Rio de Janeiro,high,False,ok,basico
MRC_01269,CK_Si9467,silver,PR,Londrina,high,True,ok,basico
MRC_01270,CK_CA3248,gold,MG,Juiz de Fora,low,False,ok,pro
MRC_01271,CK_Ml3290,silver,BA,Feira de Santana,medium,False,ok,enterprise
MRC_01272,CK_wA7914,silver,RJ,Rio de Janeiro,high,False,ok,enterprise
MRC_01273,CK_hH0833,bronze,MG,Belo Horizonte,medium,False,atencao,pro
MRC_01274,CK_Go1958,silver,PR,Londrina,high,False,atencao,basico
MRC_01275,CK_mh7340,gold,SP,Campinas,high,False,ok,basico
MRC_01276,CK_kQ2772,platinum,SP,São Paulo,medium,False,ok,enterprise
MRC_01277,CK_nB0054,bronze,SC,Florianópolis,low,False,ok,enterprise
MRC_01278,CK_cg4597,bronze,GO,Anápolis,medium,False,atencao,pro
MRC_01279,CK_Yb0822,bronze,CE,Juazeiro do Norte,low,False,ok,basico
MRC_01280,CK_pU7811,bronze,SP,Ribeirão Preto,medium,False,atencao,basico
MRC_01281,CK_Am7995,gold,PE,Caruaru,high,False,atencao,enterprise
MRC_01282,CK_og5315,bronze,MG,Uberlândia,medium,False,ok,basico
MRC_01283,CK_oe3636,silver,PE,Caruaru,high,False,ok,pro
MRC_01284,CK_Bj7970,bronze,PR,Curitiba,medium,False,ok,enterprise
MRC_01285,CK_yx3972,bronze,SP,São Paulo,high,False,atencao,pro
MRC_01286,CK_rm2735,silver,CE,Fortaleza,medium,False,atencao,basico
MRC_01287,CK_dr5209,bronze,PR,Londrina,high,True,atencao,basico
MRC_01288,CK_Ak2177,bronze,BA,Feira de Santana,high,False,atencao,basico
MRC_01289,CK_kY5349,gold,BA,Salvador,low,False,ok,pro
MRC_01290,CK_of9298,silver,PE,Caruaru,high,False,ok,pro
MRC_01291,CK_LE6873,bronze,GO,Anápolis,medium,False,atencao,basico
MRC_01292,CK_Vp7406,platinum,RJ,Niterói,low,False,atencao,basico
MRC_01293,CK_oL3569,silver,GO,Anápolis,medium,False,atencao,basico
MRC_01294,CK_cc2906,gold,SC,Joinville,high,False,atencao,enterprise
MRC_01295,CK_Hz7806,bronze,GO,Goiânia,medium,False,ok,pro
MRC_01296,CK_pf7177,bronze,SC,Joinville,medium,False,ok,basico
MRC_01297,CK_iw8063,bronze,SC,Joinville,high,False,atencao,enterprise
MRC_01298,CK_EQ4310,bronze,CE,Juazeiro do Norte,high,False,saturado,pro
MRC_01299,CK_VL4279,silver,SP,Santos,medium,True,ok,pro
MRC_01300,CK_Tz0772,platinum,CE,Juazeiro do Norte,low,False,ok,pro
MRC_01301,CK_Oe2570,silver,SC,Florianópolis,low,False,ok,pro
MRC_01302,CK_sB6580,bronze,PR,Maringá,high,False,ok,basico
MRC_01303,CK_Yn4989,silver,BA,Feira de Santana,high,False,ok,pro
MRC_01304,CK_GR1950,bronze,SC,Florianópolis,low,False,saturado,pro
MRC_01305,CK_xD5016,silver,CE,Fortaleza,medium,False,atencao,basico
MRC_01306,CK_lP9055,silver,PR,Curitiba,low,False,atencao,basico
MRC_01307,CK_iv8183,gold,CE,Fortaleza,high,False,atencao,basico
MRC_01308,CK_VW3817,platinum,GO,Anápolis,low,False,ok,basico
MRC_01309,CK_wr9335,bronze,MG,Belo Horizonte,low,False,saturado,basico
MRC_01310,CK_ex8640,silver,PE,Caruaru,low,False,ok,pro
MRC_01311,CK_Hh5778,platinum,RJ,Rio de Janeiro,medium,False,saturado,basico
MRC_01312,CK_CN7884,gold,CE,Fortaleza,medium,False,atencao,basico
MRC_01313,CK_ff5137,silver,RJ,Petrópolis,low,False,ok,enterprise
MRC_01314,CK_gk6241,platinum,RS,Pelotas,high,False,ok,pro
MRC_01315,CK_jn4127,bronze,CE,Juazeiro do Norte,low,False,ok,basico
MRC_01316,CK_RI8046,platinum,MG,Juiz de Fora,medium,False,ok,basico
MRC_01317,CK_CV2756,bronze,RJ,Rio de Janeiro,high,False,ok,pro
MRC_01318,CK_bZ0431,silver,SC,Joinville,medium,False,atencao,pro
MRC_01319,CK_Lv3856,gold,CE,Juazeiro do Norte,medium,True,atencao,basico
MRC_01320,CK_JC5798,bronze,SP,Ribeirão Preto,low,False,ok,enterprise
MRC_01321,CK_Yt7492,silver,PE,Recife,high,False,ok,pro
MRC_01322,CK_xs2437,bronze,MG,Uberlândia,medium,False,atencao,enterprise
MRC_01323,CK_Dk0254,platinum,RJ,Petrópolis,high,False,ok,basico
MRC_01324,CK_ll9284,gold,MG,Uberlândia,low,False,ok,basico
MRC_01325,CK_cu2231,gold,PR,Londrina,medium,False,atencao,basico
MRC_01326,CK_xl9274,silver,PE,Recife,high,False,ok,basico
MRC_01327,CK_wj3805,gold,SC,Blumenau,high,False,ok,basico
MRC_01328,CK_It5782,bronze,CE,Fortaleza,low,True,ok,basico
MRC_01329,CK_Xj1067,silver,CE,Fortaleza,high,False,ok,pro
MRC_01330,CK_VI7520,gold,CE,Juazeiro do Norte,medium,False,ok,basico
MRC_01331,CK_sW8547,bronze,PE,Recife,medium,False,ok,basico
MRC_01332,CK_vS9297,bronze,SP,São Paulo,low,False,ok,enterprise
MRC_01333,CK_RJ1702,bronze,RS,Caxias do Sul,medium,False,atencao,basico
MRC_01334,CK_No1406,bronze,BA,Feira de Santana,medium,False,atencao,pro
MRC_01335,CK_dM7515,gold,GO,Goiânia,medium,False,atencao,pro
MRC_01336,CK_YX3983,silver,RJ,Niterói,low,False,ok,enterprise
MRC_01337,CK_IC4301,gold,SP,Campinas,low,False,ok,enterprise
MRC_01338,CK_Fu1863,bronze,SC,Joinville,high,False,ok,basico
MRC_01339,CK_Qx9980,bronze,RJ,Petrópolis,high,True,atencao,enterprise
MRC_01340,CK_yx6265,bronze,CE,Fortaleza,high,False,ok,basico
MRC_01341,CK_tC0455,gold,MG,Juiz de Fora,low,False,ok,pro
MRC_01342,CK_VA8137,silver,SC,Blumenau,medium,False,ok,basico
MRC_01343,CK_UA7426,platinum,RJ,Petrópolis,high,False,saturado,pro
MRC_01344,CK_jn2991,silver,CE,Juazeiro do Norte,high,True,saturado,pro
MRC_01345,CK_eL4785,silver,RJ,Rio de Janeiro,medium,False,ok,pro
MRC_01346,CK_Or6106,silver,MG,Belo Horizonte,high,True,atencao,pro
MRC_01347,CK_TK6287,platinum,CE,Juazeiro do Norte,high,False,ok,basico
MRC_01348,CK_sJ2326,gold,RS,Pelotas,high,True,ok,basico
MRC_01349,CK_tF7049,bronze,SP,Santos,low,False,ok,pro
MRC_01350,CK_Ya8730,silver,PR,Londrina,low,False,ok,basico
MRC_01351,CK_hP2447,silver,GO,Anápolis,medium,False,ok,basico
MRC_01352,CK_SP4627,gold,PE,Recife,medium,False,saturado,pro
MRC_01353,CK_Fe3014,bronze,GO,Goiânia,low,True,atencao,enterprise
MRC_01354,CK_KB9597,gold,SC,Florianópolis,low,False,ok,basico
MRC_01355,CK_GU4715,platinum,GO,Anápolis,high,True,ok,pro
MRC_01356,CK_Ld9042,bronze,CE,Fortaleza,medium,False,ok,basico
MRC_01357,CK_wk2572,gold,RS,Porto Alegre,medium,False,ok,basico
MRC_01358,CK_Ow0456,bronze,PR,Maringá,medium,False,atencao,basico
MRC_01359,CK_Oe0448,bronze,SP,São Paulo,medium,False,ok,pro
MRC_01360,CK_MW8321,bronze,SP,São Paulo,high,False,atencao,pro
MRC_01361,CK_RZ2855,bronze,MG,Juiz de Fora,low,False,ok,basico
MRC_01362,CK_IL4451,gold,PE,Recife,high,False,ok,pro
MRC_01363,CK_Hs5202,bronze,RJ,Niterói,medium,False,ok,basico
MRC_01364,CK_kg5765,bronze,RS,Caxias do Sul,low,False,saturado,basico
MRC_01365,CK_mY3283,bronze,RJ,Niterói,high,False,atencao,pro
MRC_01366,CK_TJ8988,bronze,PR,Londrina,medium,False,ok,basico
MRC_01367,CK_hi1671,bronze,GO,Goiânia,medium,False,atencao,basico
MRC_01368,CK_Sx0754,silver,SP,Santos,medium,False,saturado,pro
MRC_01369,CK_Wv2798,bronze,PR,Londrina,medium,False,ok,pro
MRC_01370,CK_oi2401,gold,GO,Anápolis,medium,False,ok,pro
MRC_01371,CK_ni2342,gold,SP,São Paulo,high,False,ok,basico
MRC_01372,CK_bX1611,bronze,GO,Goiânia,low,True,ok,basico
MRC_01373,CK_gc7603,gold,PE,Recife,high,False,atencao,pro
MRC_01374,CK_hq8907,bronze,RS,Porto Alegre,medium,False,ok,basico
MRC_01375,CK_Wg0140,bronze,SC,Blumenau,low,False,ok,pro
MRC_01376,CK_ml1939,bronze,PR,Curitiba,low,False,ok,pro
MRC_01377,CK_Vr5012,bronze,PR,Maringá,medium,False,ok,pro
MRC_01378,CK_GX9552,silver,BA,Salvador,medium,False,ok,basico
MRC_01379,CK_eg9389,gold,CE,Juazeiro do Norte,low,False,atencao,enterprise
MRC_01380,CK_Tm9083,bronze,PE,Caruaru,low,False,ok,pro
MRC_01381,CK_Ug4280,gold,PE,Caruaru,high,False,ok,pro
MRC_01382,CK_SL3875,bronze,RJ,Niterói,low,False,ok,pro
MRC_01383,CK_wy2712,gold,GO,Anápolis,high,False,saturado,basico
MRC_01384,CK_Ah6383,bronze,CE,Juazeiro do Norte,medium,False,ok,basico
MRC_01385,CK_Hi5171,bronze,RS,Caxias do Sul,medium,False,ok,enterprise
MRC_01386,CK_Uc7548,bronze,RS,Porto Alegre,medium,False,ok,basico
MRC_01387,CK_ys1571,bronze,PE,Recife,low,False,ok,basico
MRC_01388,CK_oJ7947,silver,RS,Caxias do Sul,high,False,ok,basico
MRC_01389,CK_eZ6463,gold,BA,Feira de Santana,low,False,atencao,basico
MRC_01390,CK_RF7520,bronze,PR,Curitiba,medium,True,atencao,pro
MRC_01391,CK_QR1678,gold,MG,Uberlândia,medium,False,ok,enterprise
MRC_01392,CK_zS1126,silver,SC,Blumenau,low,False,ok,basico
MRC_01393,CK_xm9121,gold,RJ,Petrópolis,medium,False,atencao,pro
MRC_01394,CK_ho5396,bronze,GO,Anápolis,high,False,ok,pro
MRC_01395,CK_Lr6749,silver,SC,Blumenau,medium,True,ok,pro
MRC_01396,CK_zF6579,platinum,GO,Anápolis,high,False,ok,basico
MRC_01397,CK_gh8427,silver,SP,São Paulo,high,False,atencao,pro
MRC_01398,CK_Oi4773,bronze,SC,Florianópolis,medium,False,atencao,enterprise
MRC_01399,CK_FR0101,bronze,MG,Uberlândia,medium,False,ok,basico
MRC_01400,CK_Ru0269,bronze,PE,Recife,medium,False,ok,pro
MRC_01401,CK_gW2499,silver,BA,Salvador,medium,False,atencao,enterprise
MRC_01402,CK_ms1877,gold,PR,Curitiba,low,False,ok,pro
MRC_01403,CK_Iv7784,bronze,PR,Londrina,high,True,atencao,pro
MRC_01404,CK_Bh8800,silver,BA,Salvador,medium,False,ok,enterprise
MRC_01405,CK_CD6756,silver,CE,Fortaleza,medium,False,saturado,basico
MRC_01406,CK_QX0028,silver,SP,Santos,medium,False,atencao,pro
MRC_01407,CK_it4276,silver,GO,Anápolis,medium,False,ok,basico
MRC_01408,CK_RF6719,gold,MG,Uberlândia,high,False,ok,basico
MRC_01409,CK_EJ8897,bronze,RS,Porto Alegre,medium,False,ok,pro
MRC_01410,CK_qF2806,gold,SC,Florianópolis,low,False,ok,basico
MRC_01411,CK_Xs9695,bronze,SP,Ribeirão Preto,low,False,atencao,basico
MRC_01412,CK_ci5009,bronze,SC,Blumenau,high,False,ok,basico
MRC_01413,CK_WO5590,bronze,MG,Uberlândia,medium,True,atencao,basico
MRC_01414,CK_ww5616,bronze,RJ,Rio de Janeiro,high,True,ok,basico
MRC_01415,CK_pp6503,bronze,RJ,Rio de Janeiro,low,False,atencao,pro
MRC_01416,CK_th4911,bronze,SP,Ribeirão Preto,low,True,ok,basico
MRC_01417,CK_uc5208,gold,PE,Recife,low,True,atencao,pro
MRC_01418,CK_Ar7698,bronze,MG,Juiz de Fora,medium,False,ok,pro
MRC_01419,CK_uy0790,gold,MG,Juiz de Fora,medium,True,ok,basico
MRC_01420,CK_gZ9659,bronze,BA,Feira de Santana,low,False,ok,enterprise
MRC_01421,CK_FG7135,platinum,PE,Recife,medium,True,ok,enterprise
MRC_01422,CK_xB5294,gold,GO,Anápolis,medium,False,ok,basico
MRC_01423,CK_ns3718,bronze,GO,Goiânia,low,False,ok,enterprise
MRC_01424,CK_zZ4049,gold,RS,Caxias do Sul,medium,False,saturado,pro
MRC_01425,CK_gL3919,silver,PR,Curitiba,high,False,ok,basico
MRC_01426,CK_ZH5419,gold,RJ,Niterói,low,True,atencao,pro
MRC_01427,CK_Ye7635,silver,GO,Goiânia,low,False,ok,pro
MRC_01428,CK_QI4846,silver,PE,Caruaru,medium,False,ok,pro
MRC_01429,CK_qN5366,gold,MG,Juiz de Fora,high,True,atencao,pro
MRC_01430,CK_bO8782,silver,GO,Anápolis,high,False,atencao,basico
MRC_01431,CK_nQ8297,bronze,MG,Juiz de Fora,medium,False,ok,enterprise
MRC_01432,CK_XB7489,gold,GO,Anápolis,low,False,atencao,enterprise
MRC_01433,CK_xD9083,bronze,RJ,Petrópolis,high,True,ok,pro
MRC_01434,CK_BA2324,silver,SC,Blumenau,high,False,atencao,basico
MRC_01435,CK_rs5136,bronze,GO,Anápolis,medium,True,ok,pro
MRC_01436,CK_zp2493,silver,PE,Caruaru,high,False,ok,pro
MRC_01437,CK_pZ1230,platinum,GO,Goiânia,medium,False,ok,enterprise
MRC_01438,CK_BB4778,bronze,PR,Londrina,high,False,ok,enterprise
MRC_01439,CK_ib0324,bronze,RJ,Rio de Janeiro,medium,False,ok,enterprise
MRC_01440,CK_Pc4482,silver,PE,Caruaru,medium,False,ok,basico
MRC_01441,CK_uM7001,gold,BA,Salvador,low,False,atencao,enterprise
MRC_01442,CK_QQ4165,silver,PE,Caruaru,high,False,ok,basico
MRC_01443,CK_hK1623,bronze,PR,Maringá,high,False,ok,basico
MRC_01444,CK_XH8189,platinum,SC,Joinville,medium,False,ok,basico
MRC_01445,CK_Mh4713,silver,RJ,Rio de Janeiro,medium,False,atencao,enterprise
MRC_01446,CK_ZV5596,bronze,BA,Feira de Santana,low,False,atencao,enterprise
MRC_01447,CK_gl3632,bronze,PR,Curitiba,low,True,ok,basico
MRC_01448,CK_qL3476,silver,PR,Curitiba,low,False,ok,basico
MRC_01449,CK_Sh0785,bronze,SP,Ribeirão Preto,medium,False,ok,enterprise
